menu,weather,corr,month
side_menu,feel_temp,0.24134301033233396,4
drinks_alcohol,feel_temp,0.1956062404162542,4
product_sales,feel_temp,0.0642770252967691,4
kalguksu,feel_temp,,4
takeaway,feel_temp,0.13432856126171605,4
total,avgTa,0.42914941471587814,5
hot_milmyeon,avgTa,,5
milmyeon_with_mandu,avgTa,0.41265125633347793,5
milmyeon_only,avgTa,0.059438144457377065,5
delivery,avgTa,0.011486671043442732,5
side_menu,avgTa,0.0572366704587541,5
drinks_alcohol,avgTa,-0.008419645546569387,5
product_sales,avgTa,0.07183958917753851,5
kalguksu,avgTa,,5
takeaway,avgTa,0.046381999785874775,5
total,avgWs,-0.02480053891541058,5
hot_milmyeon,avgWs,,5
milmyeon_with_mandu,avgWs,-0.0015212158235483472,5
milmyeon_only,avgWs,-0.050244366280432926,5
delivery,avgWs,0.01274228670094574,5
side_menu,avgWs,0.03390727813623534,5
drinks_alcohol,avgWs,0.02119100895453626,5
product_sales,avgWs,0.02590274149017707,5
kalguksu,avgWs,,5
takeaway,avgWs,0.0321499663788996,5
total,maxTa,0.5534277159402152,5
hot_milmyeon,maxTa,,5
milmyeon_with_mandu,maxTa,0.5057702035964797,5
milmyeon_only,maxTa,0.1205425368893409,5
delivery,maxTa,0.06478117420033884,5
side_menu,maxTa,0.11723663311610269,5
drinks_alcohol,maxTa,0.015461791593958997,5
product_sales,maxTa,0.042639543164310435,5
kalguksu,maxTa,,5
takeaway,maxTa,-0.08074309183503646,5
total,minTa,0.17382530698399626,5
hot_milmyeon,minTa,,5
milmyeon_with_mandu,minTa,0.21794119842258647,5
milmyeon_only,minTa,-0.04864169525879502,5
delivery,minTa,0.0067135626984317,5
side_menu,minTa,-0.050022734090168275,5
drinks_alcohol,minTa,-0.06925123163990196,5
product_sales,minTa,0.06852283653552023,5
kalguksu,minTa,,5
takeaway,minTa,0.12458733745898933,5
total,avgRhm,-0.3393118927187869,5
hot_milmyeon,avgRhm,,5
milmyeon_with_mandu,avgRhm,-0.3911793838752551,5
milmyeon_only,avgRhm,0.017336385275797908,5
delivery,avgRhm,0.00534138580109358,5
side_menu,avgRhm,0.001955606886164969,5
drinks_alcohol,avgRhm,0.04133583261733876,5
product_sales,avgRhm,0.051709756876695295,5
kalguksu,avgRhm,,5
takeaway,avgRhm,0.23729963964812661,5
total,avgTs,0.43889252557485536,5
hot_milmyeon,avgTs,,5
milmyeon_with_mandu,avgTs,0.5614808664356841,5
milmyeon_only,avgTs,-0.1077093858176625,5
delivery,avgTs,0.06300150599702581,5
side_menu,avgTs,-0.15864558734503567,5
drinks_alcohol,avgTs,-0.1321740151610475,5
product_sales,avgTs,0.13088672015310127,5
kalguksu,avgTs,,5
takeaway,avgTs,0.001458439933583554,5
total,sumGsr,0.608343149779135,5
hot_milmyeon,sumGsr,,5
milmyeon_with_mandu,sumGsr,0.5473869391525102,5
milmyeon_only,sumGsr,0.15591222769941024,5
delivery,sumGsr,0.12110816744893636,5
side_menu,sumGsr,0.13465107293611903,5
drinks_alcohol,sumGsr,0.05022890681406888,5
product_sales,sumGsr,0.04649370333377698,5
kalguksu,sumGsr,,5
takeaway,sumGsr,-0.2403379222710837,5
total,sumSsHr,0.5762625805056221,5
hot_milmyeon,sumSsHr,,5
milmyeon_with_mandu,sumSsHr,0.5068896823141866,5
milmyeon_only,sumSsHr,0.16217437801336587,5
delivery,sumSsHr,0.12931589967060864,5
side_menu,sumSsHr,0.1285229709140521,5
drinks_alcohol,sumSsHr,0.06273065741952172,5
product_sales,sumSsHr,0.045780755520651195,5
kalguksu,sumSsHr,,5
takeaway,sumSsHr,-0.1949373381607548,5
total,avgTca,-0.4763981284515196,5
hot_milmyeon,avgTca,,5
milmyeon_with_mandu,avgTca,-0.4075503805248878,5
milmyeon_only,avgTca,-0.14521872374755443,5
delivery,avgTca,-0.09435227015369477,5
side_menu,avgTca,-0.14311766708745413,5
drinks_alcohol,avgTca,-0.12929743885200598,5
product_sales,avgTca,0.005349225857668956,5
kalguksu,avgTca,,5
takeaway,avgTca,0.17445319676083343,5
total,sumRn,-0.3294115582015363,5
hot_milmyeon,sumRn,,5
milmyeon_with_mandu,sumRn,-0.3442402649515159,5
milmyeon_only,sumRn,-0.025831111959043203,5
delivery,sumRn,-0.08674201255934576,5
side_menu,sumRn,-0.011367166228472121,5
drinks_alcohol,sumRn,-0.0033556988844493903,5
product_sales,sumRn,-0.01887101880802585,5
kalguksu,sumRn,,5
takeaway,sumRn,0.1654525347014218,5
total,avgPa,0.0737122464170594,5
hot_milmyeon,avgPa,,5
milmyeon_with_mandu,avgPa,-0.023332160843205163,5
milmyeon_only,avgPa,0.16006057750847855,5
delivery,avgPa,-0.08525397139833477,5
side_menu,avgPa,0.07319684379855619,5
drinks_alcohol,avgPa,0.07112620857662441,5
product_sales,avgPa,-0.031277362352178935,5
kalguksu,avgPa,,5
takeaway,avgPa,-0.1678419965479463,5
total,diurnal_range,0.4739678926903827,5
hot_milmyeon,diurnal_range,,5
milmyeon_with_mandu,diurnal_range,0.3729845476870902,5
milmyeon_only,diurnal_range,0.19132481091055542,5
delivery,diurnal_range,0.06936359529695228,5
side_menu,diurnal_range,0.1888425393394361,5
drinks_alcohol,diurnal_range,0.0887088155876603,5
product_sales,diurnal_range,-0.019624062280817266,5
kalguksu,diurnal_range,,5
takeaway,diurnal_range,-0.22184856761458263,5
total,rain_bool,-0.3382318748077356,5
hot_milmyeon,rain_bool,,5
milmyeon_with_mandu,rain_bool,-0.32795726000229763,5
milmyeon_only,rain_bool,-0.07050617712678674,5
delivery,rain_bool,-0.1271083019521944,5
side_menu,rain_bool,0.0028322790999078815,5
drinks_alcohol,rain_bool,-0.03706511036659788,5
product_sales,rain_bool,0.05545838133964249,5
kalguksu,rain_bool,,5
takeaway,rain_bool,0.17985151084196674,5
total,feel_temp,0.42073482339302093,5
hot_milmyeon,feel_temp,,5
milmyeon_with_mandu,feel_temp,0.40235138074261534,5
milmyeon_only,feel_temp,0.06088207381265117,5
delivery,feel_temp,0.006800722384404085,5
side_menu,feel_temp,0.05681975652557662,5
drinks_alcohol,feel_temp,-0.006073963963261336,5
product_sales,feel_temp,0.06954296694985848,5
kalguksu,feel_temp,,5
takeaway,feel_temp,0.054233657732205405,5
total,avgTa,0.3214138838551017,6
hot_milmyeon,avgTa,,6
milmyeon_with_mandu,avgTa,0.20399280481643522,6
milmyeon_only,avgTa,0.1859406186766028,6
delivery,avgTa,0.16701640494093942,6
side_menu,avgTa,0.14902941810604087,6
drinks_alcohol,avgTa,0.13286280723575386,6
product_sales,avgTa,0.15243455924611207,6
kalguksu,avgTa,,6
takeaway,avgTa,-0.05331860178895324,6
total,avgWs,-0.1463196808344312,6
hot_milmyeon,avgWs,,6
milmyeon_with_mandu,avgWs,-0.09033832103940619,6
milmyeon_only,avgWs,-0.07884118531156781,6
delivery,avgWs,-0.01085468200885051,6
side_menu,avgWs,-0.08851015359427795,6
drinks_alcohol,avgWs,-0.012321040084465563,6
product_sales,avgWs,-0.04669627389770609,6
kalguksu,avgWs,,6
takeaway,avgWs,-0.053216780149535355,6
total,maxTa,0.4722643890977494,6
hot_milmyeon,maxTa,,6
milmyeon_with_mandu,maxTa,0.37870542787281786,6
milmyeon_only,maxTa,0.20407206508360692,6
delivery,maxTa,0.1688037704188777,6
side_menu,maxTa,0.15851903416529903,6
drinks_alcohol,maxTa,0.08883236682830477,6
product_sales,maxTa,0.16986015620371192,6
kalguksu,maxTa,,6
takeaway,maxTa,-0.16827609601986845,6
total,minTa,0.08457835680811479,6
hot_milmyeon,minTa,,6
milmyeon_with_mandu,minTa,0.005232175483980994,6
milmyeon_only,minTa,0.09084249187911579,6
delivery,minTa,0.08767876528870881,6
side_menu,minTa,0.06064938039456352,6
drinks_alcohol,minTa,0.08757801191134792,6
product_sales,minTa,0.08492499580343824,6
kalguksu,minTa,,6
takeaway,minTa,0.08004952637028291,6
total,avgRhm,-0.3804909326821272,6
hot_milmyeon,avgRhm,,6
milmyeon_with_mandu,avgRhm,-0.2576689425774428,6
milmyeon_only,avgRhm,-0.2241461371223453,6
delivery,avgRhm,-0.060832008979646815,6
side_menu,avgRhm,-0.1601516918608702,6
drinks_alcohol,avgRhm,-0.06447665264951684,6
product_sales,avgRhm,-0.05141351155221369,6
kalguksu,avgRhm,,6
takeaway,avgRhm,0.19935692257282514,6
total,avgTs,0.4521453724561086,6
hot_milmyeon,avgTs,,6
milmyeon_with_mandu,avgTs,0.5756005234957391,6
milmyeon_only,avgTs,-0.023840388287103765,6
delivery,avgTs,0.24641361227054742,6
side_menu,avgTs,-0.06406188146296003,6
drinks_alcohol,avgTs,-0.04842733436092302,6
product_sales,avgTs,0.19759271016142305,6
kalguksu,avgTs,,6
takeaway,avgTs,-0.07719180571860722,6
total,sumGsr,0.6051229030764761,6
hot_milmyeon,sumGsr,,6
milmyeon_with_mandu,sumGsr,0.5572353357443123,6
milmyeon_only,sumGsr,0.18966115957721827,6
delivery,sumGsr,0.15645995068384477,6
side_menu,sumGsr,0.13976696776541955,6
drinks_alcohol,sumGsr,0.017321252576867893,6
product_sales,sumGsr,0.1265943524093992,6
kalguksu,sumGsr,,6
takeaway,sumGsr,-0.178966003351032,6
total,sumSsHr,0.5561178316435528,6
hot_milmyeon,sumSsHr,,6
milmyeon_with_mandu,sumSsHr,0.5275202904240243,6
milmyeon_only,sumSsHr,0.1561127606919024,6
delivery,sumSsHr,0.17677716045772077,6
side_menu,sumSsHr,0.1067278579768379,6
drinks_alcohol,sumSsHr,0.02383974199441367,6
product_sales,sumSsHr,0.15235641257283317,6
kalguksu,sumSsHr,,6
takeaway,sumSsHr,-0.13759366296753278,6
total,avgTca,-0.49097977298470485,6
hot_milmyeon,avgTca,,6
milmyeon_with_mandu,avgTca,-0.4839364792714725,6
milmyeon_only,avgTca,-0.11888464903525384,6
delivery,avgTca,-0.18294877221251668,6
side_menu,avgTca,-0.08163993850557633,6
drinks_alcohol,avgTca,0.0034613011696710957,6
product_sales,avgTca,-0.14511788477373383,6
kalguksu,avgTca,,6
takeaway,avgTca,0.12815113860097554,6
total,sumRn,-0.3715051981950194,6
hot_milmyeon,sumRn,,6
milmyeon_with_mandu,sumRn,-0.34747364875651654,6
milmyeon_only,sumRn,-0.12585492571466786,6
delivery,sumRn,-0.09704416273348535,6
side_menu,sumRn,-0.09117072540640427,6
drinks_alcohol,sumRn,0.026569499071021196,6
product_sales,sumRn,-0.014188538033934677,6
kalguksu,sumRn,,6
takeaway,sumRn,0.2673121819534554,6
total,avgPa,0.10921875171205281,6
hot_milmyeon,avgPa,,6
milmyeon_with_mandu,avgPa,0.0882167148768701,6
milmyeon_only,avgPa,0.041455605097362354,6
delivery,avgPa,0.04613917077789656,6
side_menu,avgPa,0.02272144094855431,6
drinks_alcohol,avgPa,-0.02082522598314401,6
product_sales,avgPa,-0.10068933318374718,6
kalguksu,avgPa,,6
takeaway,avgPa,0.0832806991135199,6
total,diurnal_range,0.45159834376867947,6
hot_milmyeon,diurnal_range,,6
milmyeon_with_mandu,diurnal_range,0.41928601305803437,6
milmyeon_only,diurnal_range,0.1455642953447297,6
delivery,diurnal_range,0.10896071121722793,6
side_menu,diurnal_range,0.12212514410317615,6
drinks_alcohol,diurnal_range,0.019503000441060833,6
product_sales,diurnal_range,0.11265813560627887,6
kalguksu,diurnal_range,,6
takeaway,diurnal_range,-0.26152537911135126,6
total,rain_bool,-0.4433301756166102,6
hot_milmyeon,rain_bool,,6
milmyeon_with_mandu,rain_bool,-0.42758801794600754,6
milmyeon_only,rain_bool,-0.11360936978617121,6
delivery,rain_bool,-0.1484780024611315,6
side_menu,rain_bool,-0.09689111571442033,6
drinks_alcohol,rain_bool,0.10224826093016376,6
product_sales,rain_bool,-0.13384707073222832,6
kalguksu,rain_bool,,6
takeaway,rain_bool,0.09169995746648633,6
total,feel_temp,0.2413880930845852,6
hot_milmyeon,feel_temp,,6
milmyeon_with_mandu,feel_temp,0.15752492905891718,6
milmyeon_only,feel_temp,0.1348489560003239,6
delivery,feel_temp,0.15361471855549994,6
side_menu,feel_temp,0.10410285184316491,6
drinks_alcohol,feel_temp,0.11189043969600115,6
product_sales,feel_temp,0.15750775988280882,6
kalguksu,feel_temp,,6
takeaway,feel_temp,-0.04575123925820554,6
total,avgTa,0.6970637954445403,7
hot_milmyeon,avgTa,,7
milmyeon_with_mandu,avgTa,0.3757988938100912,7
milmyeon_only,avgTa,0.4614245332338028,7
delivery,avgTa,0.09742711385188058,7
side_menu,avgTa,0.41919575711862245,7
drinks_alcohol,avgTa,0.38256781200264933,7
product_sales,avgTa,-0.1718889416313446,7
kalguksu,avgTa,,7
takeaway,avgTa,-0.09423918718051302,7
total,avgWs,0.04053915690118687,7
hot_milmyeon,avgWs,,7
milmyeon_with_mandu,avgWs,-0.1521871181805196,7
milmyeon_only,avgWs,0.20721607174002674,7
delivery,avgWs,-0.08520831121713854,7
side_menu,avgWs,0.29889040054338506,7
drinks_alcohol,avgWs,0.12343349202561979,7
product_sales,avgWs,0.010430703812077982,7
kalguksu,avgWs,,7
takeaway,avgWs,-0.0476122458620822,7
total,maxTa,0.7371117302736121,7
hot_milmyeon,maxTa,,7
milmyeon_with_mandu,maxTa,0.4409421010936477,7
milmyeon_only,maxTa,0.4406027490026213,7
delivery,maxTa,0.09270652836946425,7
side_menu,maxTa,0.3939110743281384,7
drinks_alcohol,maxTa,0.3616495048805397,7
product_sales,maxTa,-0.1506451640435812,7
kalguksu,maxTa,,7
takeaway,maxTa,-0.10127944888407582,7
total,minTa,0.585009117612109,7
hot_milmyeon,minTa,,7
milmyeon_with_mandu,minTa,0.2944263465473745,7
milmyeon_only,minTa,0.40935773606013226,7
delivery,minTa,0.10438517455708596,7
side_menu,minTa,0.38601440946831345,7
drinks_alcohol,minTa,0.3544873944511777,7
product_sales,minTa,-0.20259255411425237,7
kalguksu,minTa,,7
takeaway,minTa,-0.08893871825330478,7
total,avgRhm,-0.5259209433517713,7
hot_milmyeon,avgRhm,,7
milmyeon_with_mandu,avgRhm,-0.2727209852325567,7
milmyeon_only,avgRhm,-0.37048246689946585,7
delivery,avgRhm,-0.0671594306683944,7
side_menu,avgRhm,-0.28824518181876335,7
drinks_alcohol,avgRhm,-0.3337972875907349,7
product_sales,avgRhm,0.0905184670150323,7
kalguksu,avgRhm,,7
takeaway,avgRhm,0.12408218626580579,7
total,avgTs,0.6716017332733979,7
hot_milmyeon,avgTs,,7
milmyeon_with_mandu,avgTs,0.45955418428402706,7
milmyeon_only,avgTs,0.33498214928648523,7
delivery,avgTs,0.1460457092446195,7
side_menu,avgTs,0.3124378192885698,7
drinks_alcohol,avgTs,0.3086953977278288,7
product_sales,avgTs,-0.1848653255456979,7
kalguksu,avgTs,,7
takeaway,avgTs,-0.09748192221711781,7
total,sumGsr,0.7365580865711526,7
hot_milmyeon,sumGsr,,7
milmyeon_with_mandu,sumGsr,0.516716504909523,7
milmyeon_only,sumGsr,0.361560301588298,7
delivery,sumGsr,0.11813799461912786,7
side_menu,sumGsr,0.30395917717248583,7
drinks_alcohol,sumGsr,0.28020514384309786,7
product_sales,sumGsr,-0.08650204954243121,7
kalguksu,sumGsr,,7
takeaway,sumGsr,-0.15468511358416823,7
total,sumSsHr,0.6658594830369987,7
hot_milmyeon,sumSsHr,,7
milmyeon_with_mandu,sumSsHr,0.432608415877199,7
milmyeon_only,sumSsHr,0.3649879815646253,7
delivery,sumSsHr,0.08557935246037794,7
side_menu,sumSsHr,0.3054517588587443,7
drinks_alcohol,sumSsHr,0.2928585254388183,7
product_sales,sumSsHr,-0.11858754842926739,7
kalguksu,sumSsHr,,7
takeaway,sumSsHr,-0.11786793238738257,7
total,avgTca,-0.5973002116709117,7
hot_milmyeon,avgTca,,7
milmyeon_with_mandu,avgTca,-0.35239988977479253,7
milmyeon_only,avgTca,-0.36991301733908705,7
delivery,avgTca,-0.035496738952921984,7
side_menu,avgTca,-0.3110432487360077,7
drinks_alcohol,avgTca,-0.28871621944947684,7
product_sales,avgTca,0.18199780926925638,7
kalguksu,avgTca,,7
takeaway,avgTca,0.11306578840607202,7
total,sumRn,-0.3998731726278433,7
hot_milmyeon,sumRn,,7
milmyeon_with_mandu,sumRn,-0.36049709380052397,7
milmyeon_only,sumRn,-0.11199742305177432,7
delivery,sumRn,-0.01729298620664504,7
side_menu,sumRn,-0.10987367377964244,7
drinks_alcohol,sumRn,-0.06267430205909366,7
product_sales,sumRn,-0.012891894578670592,7
kalguksu,sumRn,,7
takeaway,sumRn,0.1823422176341303,7
total,avgPa,0.13129438072667166,7
hot_milmyeon,avgPa,,7
milmyeon_with_mandu,avgPa,-0.02858762966493484,7
milmyeon_only,avgPa,0.19684129978947246,7
delivery,avgPa,0.026955949830675535,7
side_menu,avgPa,0.13456737157702214,7
drinks_alcohol,avgPa,0.22324813766622606,7
product_sales,avgPa,0.04305852985055982,7
kalguksu,avgPa,,7
takeaway,avgPa,0.03921485108096556,7
total,diurnal_range,0.5181869293820928,7
hot_milmyeon,diurnal_range,,7
milmyeon_with_mandu,diurnal_range,0.3865962647542866,7
milmyeon_only,diurnal_range,0.22740672244463517,7
delivery,diurnal_range,0.022663463507296866,7
side_menu,diurnal_range,0.17566104379003247,7
drinks_alcohol,diurnal_range,0.1611531302734078,7
product_sales,diurnal_range,0.00866369387685089,7
kalguksu,diurnal_range,,7
takeaway,diurnal_range,-0.059390668308687625,7
total,rain_bool,-0.47624263137586176,7
hot_milmyeon,rain_bool,,7
milmyeon_with_mandu,rain_bool,-0.34773197123293853,7
milmyeon_only,rain_bool,-0.21744205243064899,7
delivery,rain_bool,-0.08584557889908127,7
side_menu,rain_bool,-0.19385146882717053,7
drinks_alcohol,rain_bool,-0.22759267819894527,7
product_sales,rain_bool,0.09442443942756584,7
kalguksu,rain_bool,,7
takeaway,rain_bool,0.11393675327432552,7
total,feel_temp,0.6877499944139611,7
hot_milmyeon,feel_temp,,7
milmyeon_with_mandu,feel_temp,0.35686248904829476,7
milmyeon_only,feel_temp,0.47029979420925855,7
delivery,feel_temp,0.08786846971746444,7
side_menu,feel_temp,0.4383201538031432,7
drinks_alcohol,feel_temp,0.3819327687558773,7
product_sales,feel_temp,-0.16333838236653558,7
kalguksu,feel_temp,,7
takeaway,feel_temp,-0.1093254556264065,7
total,avgTa,0.6237756528647652,8
hot_milmyeon,avgTa,,8
milmyeon_with_mandu,avgTa,0.19876238108378314,8
milmyeon_only,avgTa,0.5465650973913616,8
delivery,avgTa,0.029502769729898837,8
side_menu,avgTa,0.5149826900300145,8
drinks_alcohol,avgTa,0.333737443685538,8
product_sales,avgTa,-0.018968575013361803,8
kalguksu,avgTa,,8
takeaway,avgTa,-0.2773729537362601,8
total,avgWs,-0.03892802930824029,8
hot_milmyeon,avgWs,,8
milmyeon_with_mandu,avgWs,0.15741935558272505,8
milmyeon_only,avgWs,-0.1900005466617711,8
delivery,avgWs,0.03832129816231687,8
side_menu,avgWs,-0.20117348846412414,8
drinks_alcohol,avgWs,-0.17070824627200973,8
product_sales,avgWs,0.02291486643834801,8
kalguksu,avgWs,,8
takeaway,avgWs,-0.057741207879816486,8
total,maxTa,0.6359441987433443,8
hot_milmyeon,maxTa,,8
milmyeon_with_mandu,maxTa,0.23318828415557516,8
milmyeon_only,maxTa,0.5260043772185516,8
delivery,maxTa,0.03506857908671392,8
side_menu,maxTa,0.507833850391024,8
drinks_alcohol,maxTa,0.33656258265528255,8
product_sales,maxTa,-0.03201554009658996,8
kalguksu,maxTa,,8
takeaway,maxTa,-0.28563071855349886,8
total,minTa,0.5329805793594574,8
hot_milmyeon,minTa,,8
milmyeon_with_mandu,minTa,0.14055468947058322,8
milmyeon_only,minTa,0.49702614566436726,8
delivery,minTa,0.02964972352799604,8
side_menu,minTa,0.46614008553939595,8
drinks_alcohol,minTa,0.30136988445854,8
product_sales,minTa,-0.0271842505539984,8
kalguksu,minTa,,8
takeaway,minTa,-0.24182918592619734,8
total,avgRhm,-0.4603504809823478,8
hot_milmyeon,avgRhm,,8
milmyeon_with_mandu,avgRhm,-0.05317800299665407,8
milmyeon_only,avgRhm,-0.49945038105413014,8
delivery,avgRhm,0.05553214770102984,8
side_menu,avgRhm,-0.40025766587704015,8
drinks_alcohol,avgRhm,-0.39609903380969264,8
product_sales,avgRhm,0.000536304697828747,8
kalguksu,avgRhm,,8
takeaway,avgRhm,0.151341356673765,8
total,avgTs,0.649437047068295,8
hot_milmyeon,avgTs,,8
milmyeon_with_mandu,avgTs,0.2899524395911839,8
milmyeon_only,avgTs,0.4797528863994417,8
delivery,avgTs,0.06757500907769637,8
side_menu,avgTs,0.45607481887791124,8
drinks_alcohol,avgTs,0.27718357761816564,8
product_sales,avgTs,-0.01664730735994712,8
kalguksu,avgTs,,8
takeaway,avgTs,-0.21831416355429373,8
total,sumGsr,0.6637495701884323,8
hot_milmyeon,sumGsr,,8
milmyeon_with_mandu,sumGsr,0.39870855928474835,8
milmyeon_only,sumGsr,0.3932365522546445,8
delivery,sumGsr,0.08415452704117125,8
side_menu,sumGsr,0.3556924405545288,8
drinks_alcohol,sumGsr,0.259984582362178,8
product_sales,sumGsr,0.03980430399035857,8
kalguksu,sumGsr,,8
takeaway,sumGsr,-0.2644513922724447,8
total,sumSsHr,0.60785756176434,8
hot_milmyeon,sumSsHr,,8
milmyeon_with_mandu,sumSsHr,0.3212660167670985,8
milmyeon_only,sumSsHr,0.4045111591712446,8
delivery,sumSsHr,0.05567759843347189,8
side_menu,sumSsHr,0.3630002324152886,8
drinks_alcohol,sumSsHr,0.26001949151714515,8
product_sales,sumSsHr,0.02259111643621632,8
kalguksu,sumSsHr,,8
takeaway,sumSsHr,-0.23747033771026307,8
total,avgTca,-0.5392095767127438,8
hot_milmyeon,avgTca,,8
milmyeon_with_mandu,avgTca,-0.22609655780897214,8
milmyeon_only,avgTca,-0.41917208362029384,8
delivery,avgTca,-0.033426161793671534,8
side_menu,avgTca,-0.3747158276609699,8
drinks_alcohol,avgTca,-0.2763182449166052,8
product_sales,avgTca,0.03952019558494928,8
kalguksu,avgTca,,8
takeaway,avgTca,0.1978489410937826,8
total,sumRn,-0.44316082505764515,8
hot_milmyeon,sumRn,,8
milmyeon_with_mandu,sumRn,-0.3259855323378955,8
milmyeon_only,sumRn,-0.20428887197122791,8
delivery,sumRn,-0.10779775802411717,8
side_menu,sumRn,-0.18052684995831986,8
drinks_alcohol,sumRn,-0.1535305269196182,8
product_sales,sumRn,-0.039482801278506494,8
kalguksu,sumRn,,8
takeaway,sumRn,0.1945337396740387,8
total,avgPa,-0.09180697726265369,8
hot_milmyeon,avgPa,,8
milmyeon_with_mandu,avgPa,0.06487811222818933,8
milmyeon_only,avgPa,-0.15366491290800527,8
delivery,avgPa,0.06190788049581295,8
side_menu,avgPa,-0.152088889564387,8
drinks_alcohol,avgPa,-0.13883095042457824,8
product_sales,avgPa,0.08238040218394262,8
kalguksu,avgPa,,8
takeaway,avgPa,-0.18386487163221424,8
total,diurnal_range,0.3298875214680158,8
hot_milmyeon,diurnal_range,,8
milmyeon_with_mandu,diurnal_range,0.1896112430087186,8
milmyeon_only,diurnal_range,0.20257540974299504,8
delivery,diurnal_range,0.017867394433824665,8
side_menu,diurnal_range,0.2127356114386084,8
drinks_alcohol,diurnal_range,0.1504461638989094,8
product_sales,diurnal_range,-0.01616701426631593,8
kalguksu,diurnal_range,,8
takeaway,diurnal_range,-0.1451099150347757,8
total,rain_bool,-0.5228761829024196,8
hot_milmyeon,rain_bool,,8
milmyeon_with_mandu,rain_bool,-0.33961024581329674,8
milmyeon_only,rain_bool,-0.2797055182610222,8
delivery,rain_bool,-0.11843981275482175,8
side_menu,rain_bool,-0.24199156994729937,8
drinks_alcohol,rain_bool,-0.2243911173287647,8
product_sales,rain_bool,-0.09137192478572165,8
kalguksu,rain_bool,,8
takeaway,rain_bool,0.19100586426492375,8
total,feel_temp,0.6153567091475591,8
hot_milmyeon,feel_temp,,8
milmyeon_with_mandu,feel_temp,0.2071449556739388,8
milmyeon_only,feel_temp,0.5300406378122313,8
delivery,feel_temp,0.022882237810762967,8
side_menu,feel_temp,0.5040141575382029,8
drinks_alcohol,feel_temp,0.31347901577025444,8
product_sales,feel_temp,-0.024178239318242232,8
kalguksu,feel_temp,,8
takeaway,feel_temp,-0.29167481140007934,8
total,avgTa,0.6000072764189728,9
hot_milmyeon,avgTa,,9
milmyeon_with_mandu,avgTa,0.3133584201302889,9
milmyeon_only,avgTa,0.5766080833850032,9
delivery,avgTa,-0.20823876866657687,9
side_menu,avgTa,0.4718806153681702,9
drinks_alcohol,avgTa,0.27874870698075915,9
product_sales,avgTa,-0.07195467147613119,9
kalguksu,avgTa,-0.32260361644467855,9
takeaway,avgTa,-0.0930513877807153,9
total,avgWs,-0.08989757630462923,9
hot_milmyeon,avgWs,,9
milmyeon_with_mandu,avgWs,-0.00047754054099444107,9
milmyeon_only,avgWs,-0.13166276741747934,9
delivery,avgWs,0.06051405728131507,9
side_menu,avgWs,-0.053042278772807365,9
drinks_alcohol,avgWs,-0.12014480150967442,9
product_sales,avgWs,0.08527529582562625,9
kalguksu,avgWs,0.11029881810224512,9
takeaway,avgWs,-0.21365070217979196,9
total,maxTa,0.6541106735253005,9
hot_milmyeon,maxTa,,9
milmyeon_with_mandu,maxTa,0.34966884550725613,9
milmyeon_only,maxTa,0.6138806330336111,9
delivery,maxTa,-0.22341430460335543,9
side_menu,maxTa,0.4905470627452778,9
drinks_alcohol,maxTa,0.3160934933925254,9
